"STATISTIC","Quarter","Age at Death","UNIT","VALUE"
"Deaths Registered Provisional","1982Q4","35 to 44 Years","Number","152"
"Deaths Registered Provisional","1982Q4","45 to 54 Years","Number","357"
"Deaths Registered Provisional","1982Q4","55 to 64 Years","Number","997"
"Deaths Registered Provisional","1982Q4","65 to 74 Years","Number","2092"
"Deaths Registered Provisional","1982Q4","75 Years and Over","Number","3519"
"Deaths Registered Provisional","1983Q1","Under 1 Year","Number","172"
"Deaths Registered Provisional","1983Q1","4 Weeks to 1 Year","Number","79"
"Deaths Registered Provisional","1983Q1","1 Week to 4 Weeks","Number","15"
"Deaths Registered Provisional","1983Q1","Under 7 Days","Number","78"
"Deaths Registered Provisional","1983Q1","1 to 7 Days","Number","36"
"Deaths Registered Provisional","1983Q1","Under 1 Day","Number","42"
"Deaths Registered Provisional","1983Q1","1 to 4 Years","Number","49"
"Deaths Registered Provisional","1983Q1","5 to 14 Years","Number","35"
"Deaths Registered Provisional","1983Q1","15 to 24 Years","Number","104"
"Deaths Registered Provisional","1983Q1","25 to 34 Years","Number","99"
"Deaths Registered Provisional","1983Q1","35 to 44 Years","Number","152"
"Deaths Registered Provisional","1983Q1","45 to 54 Years","Number","395"
"Deaths Registered Provisional","1983Q1","55 to 64 Years","Number","1200"
"Deaths Registered Provisional","1983Q1","65 to 74 Years","Number","2525"
"Deaths Registered Provisional","1983Q1","75 Years and Over","Number","4699"
"Deaths Registered Provisional","1983Q2","Under 1 Year","Number","170"
"Deaths Registered Provisional","1983Q2","4 Weeks to 1 Year","Number","73"
"Deaths Registered Provisional","1983Q2","1 Week to 4 Weeks","Number","15"
"Deaths Registered Provisional","1983Q2","Under 7 Days","Number","82"
"Deaths Registered Provisional","1983Q2","1 to 7 Days","Number","33"
"Deaths Registered Provisional","1983Q2","Under 1 Day","Number","49"
"Deaths Registered Provisional","1983Q2","1 to 4 Years","Number","35"
"Deaths Registered Provisional","1983Q2","5 to 14 Years","Number","35"
"Deaths Registered Provisional","1983Q2","15 to 24 Years","Number","99"
"Deaths Registered Provisional","1983Q2","25 to 34 Years","Number","75"
"Deaths Registered Provisional","1983Q2","35 to 44 Years","Number","155"
"Deaths Registered Provisional","1983Q2","45 to 54 Years","Number","408"
"Deaths Registered Provisional","1983Q2","55 to 64 Years","Number","1049"
"Deaths Registered Provisional","1983Q2","65 to 74 Years","Number","2157"
"Deaths Registered Provisional","1983Q2","75 Years and Over","Number","4028"
"Deaths Registered Provisional","1983Q3","Under 1 Year","Number","155"
"Deaths Registered Provisional","1983Q3","4 Weeks to 1 Year","Number","62"
"Deaths Registered Provisional","1983Q3","1 Week to 4 Weeks","Number","12"
"Deaths Registered Provisional","1983Q3","Under 7 Days","Number","81"
"Deaths Registered Provisional","1983Q3","1 to 7 Days","Number","30"
"Deaths Registered Provisional","1983Q3","Under 1 Day","Number","51"
"Deaths Registered Provisional","1983Q3","1 to 4 Years","Number","44"
"Deaths Registered Provisional","1983Q3","5 to 14 Years","Number","42"
"Deaths Registered Provisional","1983Q3","15 to 24 Years","Number","121"
"Deaths Registered Provisional","1983Q3","25 to 34 Years","Number","86"
"Deaths Registered Provisional","1983Q3","35 to 44 Years","Number","147"
"Deaths Registered Provisional","1983Q3","45 to 54 Years","Number","391"
"Deaths Registered Provisional","1983Q3","55 to 64 Years","Number","974"
"Deaths Registered Provisional","1983Q3","65 to 74 Years","Number","2026"
"Deaths Registered Provisional","1983Q3","75 Years and Over","Number","3502"
"Deaths Registered Provisional","1983Q4","Under 1 Year","Number","157"
"Deaths Registered Provisional","1983Q4","4 Weeks to 1 Year","Number","51"
"Deaths Registered Provisional","1983Q4","1 Week to 4 Weeks","Number","19"
"Deaths Registered Provisional","1983Q4","Under 7 Days","Number","87"
"Deaths Registered Provisional","1983Q4","1 to 7 Days","Number","38"
"Deaths Registered Provisional","1983Q4","Under 1 Day","Number","49"
"Deaths Registered Provisional","1983Q4","1 to 4 Years","Number","37"
"Deaths Registered Provisional","1983Q4","5 to 14 Years","Number","34"
"Deaths Registered Provisional","1983Q4","15 to 24 Years","Number","128"
"Deaths Registered Provisional","1983Q4","25 to 34 Years","Number","113"
"Deaths Registered Provisional","1983Q4","35 to 44 Years","Number","151"
"Deaths Registered Provisional","1983Q4","45 to 54 Years","Number","343"
"Deaths Registered Provisional","1983Q4","55 to 64 Years","Number","1044"
"Deaths Registered Provisional","1983Q4","65 to 74 Years","Number","2078"
"Deaths Registered Provisional","1983Q4","75 Years and Over","Number","3530"
"Deaths Registered Provisional","1984Q1","Under 1 Year","Number","195"
"Deaths Registered Provisional","1984Q1","4 Weeks to 1 Year","Number","92"
"Deaths Registered Provisional","1984Q1","1 Week to 4 Weeks","Number","13"
"Deaths Registered Provisional","1984Q1","Under 7 Days","Number","90"
"Deaths Registered Provisional","1984Q1","1 to 7 Days","Number","31"
"Deaths Registered Provisional","1984Q1","Under 1 Day","Number","59"
"Deaths Registered Provisional","1984Q1","1 to 4 Years","Number","41"
"Deaths Registered Provisional","1984Q1","5 to 14 Years","Number","43"
"Deaths Registered Provisional","1984Q1","15 to 24 Years","Number","105"
"Deaths Registered Provisional","1984Q1","25 to 34 Years","Number","104"
"Deaths Registered Provisional","1984Q1","35 to 44 Years","Number","161"
"Deaths Registered Provisional","1984Q1","45 to 54 Years","Number","386"
"Deaths Registered Provisional","1984Q1","55 to 64 Years","Number","1151"
"Deaths Registered Provisional","1984Q1","65 to 74 Years","Number","2360"
"Deaths Registered Provisional","1984Q1","75 Years and Over","Number","4618"
"Deaths Registered Provisional","1984Q2","Under 1 Year","Number","175"
"Deaths Registered Provisional","1984Q2","4 Weeks to 1 Year","Number","60"
"Deaths Registered Provisional","1984Q2","1 Week to 4 Weeks","Number","11"
"Deaths Registered Provisional","1984Q2","Under 7 Days","Number","104"
"Deaths Registered Provisional","1984Q2","1 to 7 Days","Number","42"
"Deaths Registered Provisional","1984Q2","Under 1 Day","Number","62"
"Deaths Registered Provisional","1984Q2","1 to 4 Years","Number","23"
"Deaths Registered Provisional","1984Q2","5 to 14 Years","Number","42"
"Deaths Registered Provisional","1984Q2","15 to 24 Years","Number","95"
"Deaths Registered Provisional","1984Q2","25 to 34 Years","Number","94"
"Deaths Registered Provisional","1984Q2","35 to 44 Years","Number","152"
"Deaths Registered Provisional","1984Q2","45 to 54 Years","Number","399"
"Deaths Registered Provisional","1984Q2","55 to 64 Years","Number","1041"
"Deaths Registered Provisional","1984Q2","65 to 74 Years","Number","2236"
"Deaths Registered Provisional","1984Q2","75 Years and Over","Number","4114"
"Deaths Registered Provisional","1984Q3","Under 1 Year","Number","130"
"Deaths Registered Provisional","1984Q3","4 Weeks to 1 Year","Number","42"
"Deaths Registered Provisional","1984Q3","1 Week to 4 Weeks","Number","11"
"Deaths Registered Provisional","1984Q3","Under 7 Days","Number","77"
"Deaths Registered Provisional","1984Q3","1 to 7 Days","Number","24"
"Deaths Registered Provisional","1984Q3","Under 1 Day","Number","53"
"Deaths Registered Provisional","1984Q3","1 to 4 Years","Number","17"
"Deaths Registered Provisional","1984Q3","5 to 14 Years","Number","35"
"Deaths Registered Provisional","1984Q3","15 to 24 Years","Number","80"
"Deaths Registered Provisional","1984Q3","25 to 34 Years","Number","74"
"Deaths Registered Provisional","1984Q3","35 to 44 Years","Number","140"
"Deaths Registered Provisional","1984Q3","45 to 54 Years","Number","392"
"Deaths Registered Provisional","1984Q3","55 to 64 Years","Number","965"
"Deaths Registered Provisional","1984Q3","65 to 74 Years","Number","1935"
"Deaths Registered Provisional","1984Q3","75 Years and Over","Number","3363"
"Deaths Registered Provisional","1984Q4","Under 1 Year","Number","151"
"Deaths Registered Provisional","1984Q4","4 Weeks to 1 Year","Number","53"
"Deaths Registered Provisional","1984Q4","1 Week to 4 Weeks","Number","16"
"Deaths Registered Provisional","1984Q4","Under 7 Days","Number","82"
"Deaths Registered Provisional","1984Q4","1 to 7 Days","Number","33"
"Deaths Registered Provisional","1984Q4","Under 1 Day","Number","49"
"Deaths Registered Provisional","1984Q4","1 to 4 Years","Number","34"
"Deaths Registered Provisional","1984Q4","5 to 14 Years","Number","55"
"Deaths Registered Provisional","1984Q4","15 to 24 Years","Number","121"
"Deaths Registered Provisional","1984Q4","25 to 34 Years","Number","103"
"Deaths Registered Provisional","1984Q4","35 to 44 Years","Number","167"
"Deaths Registered Provisional","1984Q4","45 to 54 Years","Number","364"
"Deaths Registered Provisional","1984Q4","55 to 64 Years","Number","937"
"Deaths Registered Provisional","1984Q4","65 to 74 Years","Number","2054"
"Deaths Registered Provisional","1984Q4","75 Years and Over","Number","3502"
"Deaths Registered Provisional","1985Q1","Under 1 Year","Number","153"
"Deaths Registered Provisional","1985Q1","4 Weeks to 1 Year","Number","66"
"Deaths Registered Provisional","1985Q1","1 Week to 4 Weeks","Number","11"
"Deaths Registered Provisional","1985Q1","Under 7 Days","Number","76"
"Deaths Registered Provisional","1985Q1","1 to 7 Days","Number","24"
"Deaths Registered Provisional","1985Q1","Under 1 Day","Number","52"
"Deaths Registered Provisional","1985Q1","1 to 4 Years","Number","25"
"Deaths Registered Provisional","1985Q1","5 to 14 Years","Number","37"
"Deaths Registered Provisional","1985Q1","15 to 24 Years","Number","87"
"Deaths Registered Provisional","1985Q1","25 to 34 Years","Number","98"
"Deaths Registered Provisional","1985Q1","35 to 44 Years","Number","158"
"Deaths Registered Provisional","1985Q1","45 to 54 Years","Number","390"
"Deaths Registered Provisional","1985Q1","55 to 64 Years","Number","1171"
"Deaths Registered Provisional","1985Q1","65 to 74 Years","Number","2676"
"Deaths Registered Provisional","1985Q1","75 Years and Over","Number","5081"
"Deaths Registered Provisional","1985Q2","Under 1 Year","Number","110"
"Deaths Registered Provisional","1985Q2","4 Weeks to 1 Year","Number","46"
"Deaths Registered Provisional","1985Q2","1 Week to 4 Weeks","Number","14"
"Deaths Registered Provisional","1985Q2","Under 7 Days","Number","50"
"Deaths Registered Provisional","1985Q2","1 to 7 Days","Number","19"
"Deaths Registered Provisional","1985Q2","Under 1 Day","Number","31"
"Deaths Registered Provisional","1985Q2","1 to 4 Years","Number","27"
"Deaths Registered Provisional","1985Q2","5 to 14 Years","Number","43"
"Deaths Registered Provisional","1985Q2","15 to 24 Years","Number","81"
"Deaths Registered Provisional","1985Q2","25 to 34 Years","Number","103"
"Deaths Registered Provisional","1985Q2","35 to 44 Years","Number","150"
"Deaths Registered Provisional","1985Q2","45 to 54 Years","Number","351"
"Deaths Registered Provisional","1985Q2","55 to 64 Years","Number","1041"
"Deaths Registered Provisional","1985Q2","65 to 74 Years","Number","2198"
"Deaths Registered Provisional","1985Q2","75 Years and Over","Number","4121"
"Deaths Registered Provisional","1985Q3","Under 1 Year","Number","152"
"Deaths Registered Provisional","1985Q3","4 Weeks to 1 Year","Number","44"
"Deaths Registered Provisional","1985Q3","1 Week to 4 Weeks","Number","25"
"Deaths Registered Provisional","1985Q3","Under 7 Days","Number","83"
"Deaths Registered Provisional","1985Q3","1 to 7 Days","Number","25"
"Deaths Registered Provisional","1985Q3","Under 1 Day","Number","58"
"Deaths Registered Provisional","1985Q3","1 to 4 Years","Number","26"
"Deaths Registered Provisional","1985Q3","5 to 14 Years","Number","48"
"Deaths Registered Provisional","1985Q3","15 to 24 Years","Number","97"
"Deaths Registered Provisional","1985Q3","25 to 34 Years","Number","97"
"Deaths Registered Provisional","1985Q3","35 to 44 Years","Number","154"
"Deaths Registered Provisional","1985Q3","45 to 54 Years","Number","341"
"Deaths Registered Provisional","1985Q3","55 to 64 Years","Number","953"
"Deaths Registered Provisional","1985Q3","65 to 74 Years","Number","1940"
"Deaths Registered Provisional","1985Q3","75 Years and Over","Number","3430"
"Deaths Registered Provisional","1985Q4","Under 1 Year","Number","137"
"Deaths Registered Provisional","1985Q4","4 Weeks to 1 Year","Number","57"
"Deaths Registered Provisional","1985Q4","1 Week to 4 Weeks","Number","18"
"Deaths Registered Provisional","1985Q4","Under 7 Days","Number","62"
"Deaths Registered Provisional","1985Q4","1 to 7 Days","Number","24"
"Deaths Registered Provisional","1985Q4","Under 1 Day","Number","38"
"Deaths Registered Provisional","1985Q4","1 to 4 Years","Number","35"
"Deaths Registered Provisional","1985Q4","5 to 14 Years","Number","48"
"Deaths Registered Provisional","1985Q4","15 to 24 Years","Number","99"
"Deaths Registered Provisional","1985Q4","25 to 34 Years","Number","92"
"Deaths Registered Provisional","1985Q4","35 to 44 Years","Number","153"
"Deaths Registered Provisional","1985Q4","45 to 54 Years","Number","325"
"Deaths Registered Provisional","1985Q4","55 to 64 Years","Number","995"
"Deaths Registered Provisional","1985Q4","65 to 74 Years","Number","2188"
"Deaths Registered Provisional","1985Q4","75 Years and Over","Number","3811"
"Deaths Registered Provisional","1986Q1","Under 1 Year","Number","156"
"Deaths Registered Provisional","1986Q1","4 Weeks to 1 Year","Number","80"
"Deaths Registered Provisional","1986Q1","1 Week to 4 Weeks","Number","13"
"Deaths Registered Provisional","1986Q1","Under 7 Days","Number","63"
"Deaths Registered Provisional","1986Q1","1 to 7 Days","Number","28"
"Deaths Registered Provisional","1986Q1","Under 1 Day","Number","35"
"Deaths Registered Provisional","1986Q1","1 to 4 Years","Number","31"
"Deaths Registered Provisional","1986Q1","5 to 14 Years","Number","45"
"Deaths Registered Provisional","1986Q1","15 to 24 Years","Number","80"
"Deaths Registered Provisional","1986Q1","25 to 34 Years","Number","104"
"Deaths Registered Provisional","1986Q1","35 to 44 Years","Number","158"
"Deaths Registered Provisional","1986Q1","45 to 54 Years","Number","345"
"Deaths Registered Provisional","1986Q1","55 to 64 Years","Number","1152"
"Deaths Registered Provisional","1986Q1","65 to 74 Years","Number","2670"
"Deaths Registered Provisional","1986Q1","75 Years and Over","Number","5321"
"Deaths Registered Provisional","1986Q2","Under 1 Year","Number","153"
"Deaths Registered Provisional","1986Q2","4 Weeks to 1 Year","Number","65"
"Deaths Registered Provisional","1986Q2","1 Week to 4 Weeks","Number","16"
"Deaths Registered Provisional","1986Q2","Under 7 Days","Number","72"
"Deaths Registered Provisional","1986Q2","1 to 7 Days","Number","26"
"Deaths Registered Provisional","1986Q2","Under 1 Day","Number","46"
"Deaths Registered Provisional","1986Q2","1 to 4 Years","Number","29"
"Deaths Registered Provisional","1986Q2","5 to 14 Years","Number","35"
"Deaths Registered Provisional","1986Q2","15 to 24 Years","Number","101"
"Deaths Registered Provisional","1986Q2","25 to 34 Years","Number","94"
"Deaths Registered Provisional","1986Q2","35 to 44 Years","Number","140"
"Deaths Registered Provisional","1986Q2","45 to 54 Years","Number","372"
"Deaths Registered Provisional","1986Q2","55 to 64 Years","Number","1050"
"Deaths Registered Provisional","1986Q2","65 to 74 Years","Number","2335"
"Deaths Registered Provisional","1986Q2","75 Years and Over","Number","4561"
"Deaths Registered Provisional","1986Q3","Under 1 Year","Number","105"
"Deaths Registered Provisional","1986Q3","4 Weeks to 1 Year","Number","40"
